"","SalePrice","YearBuilt","YrSold","MonthSold","Size.sqf.","Floor","HallwayType","HeatingType","AptManageType","N_Parkinglot.Ground.","N_Parkinglot.Basement.","TimeToBusStop","TimeToSubway","N_APT","N_manager","N_elevators","SubwayStation","N_FacilitiesNearBy.PublicOffice.","N_FacilitiesNearBy.Hospital.","N_FacilitiesNearBy.Dpartmentstore.","N_FacilitiesNearBy.Mall.","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.Park.","N_SchoolNearBy.Elementary.","N_SchoolNearBy.Middle.","N_SchoolNearBy.High.","N_SchoolNearBy.University.","N_FacilitiesInApt","N_FacilitiesNearBy.Total.","N_SchoolNearBy.Total."
"3896",286725,2008,2014,11,1167,1,"terraced","individual_heating","management_in_trust",197,475,"5min~10min","0-5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"3897",212389,2005,2014,11,743,7,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"3899",210619,2005,2014,11,743,3,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"3900",157964,1993,2014,11,644,7,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"3901",268141,2007,2014,11,914,30,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0-5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"3902",105752,2014,2014,11,288,10,"corridor","individual_heating","management_in_trust",11,108,"0~5min","5min~10min",1,3,0,"Banwoldang",3,1,2,1,0,1,2,2,2,2,2,8,8
"3903",181415,1992,2014,11,1448,6,"mixed","individual_heating","self_management",142,79,"5min~10min","15min~20min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"3904",246902,2005,2014,11,914,18,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"3905",118584,1992,2014,11,576,11,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"3906",310150,2007,2014,11,1387,2,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"3907",331265,2007,2014,11,1387,7,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"3908",320345,2007,2014,11,1519,5,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"3909",353716,2007,2014,11,1643,12,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"3910",365548,2007,2014,11,1643,10,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"3911",424778,2007,2014,11,1928,16,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"3912",238938,2006,2014,11,903,1,"terraced","individual_heating","management_in_trust",123,181,"5min~10min","0-5min",3,3,11,"Myung-duk",3,1,1,1,2,0,4,3,3,1,4,8,11
"3913",221238,1986,2014,11,914,5,"terraced","central_heating","management_in_trust",713,0,"0~5min","10min~15min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"3914",442477,2007,2014,11,1643,26,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"3915",308849,2007,2014,11,868,26,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"3918",381831,2007,2014,11,1643,19,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"3919",362601,2007,2014,11,1643,11,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"3921",347982,2007,2014,11,1643,6,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"3923",181415,1978,2014,11,903,11,"corridor","individual_heating","self_management",87,0,"0~5min","0-5min",2,1,4,"Kyungbuk_uni_hospital",3,2,1,1,0,0,3,3,3,2,3,7,11
"3927",252212,2009,2014,12,910,14,"terraced","individual_heating","management_in_trust",25,203,"0~5min","no_bus_stop_nearby",1,2,5,"no_subway_nearby",2,1,0,0,2,1,2,1,1,1,5,6,5
"3929",325663,2013,2014,12,910,24,"terraced","individual_heating","management_in_trust",8,930,"0~5min","0-5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"3930",305309,2013,2014,12,910,2,"terraced","individual_heating","management_in_trust",8,930,"0~5min","0-5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"3932",371681,2007,2014,12,1629,10,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"3933",323008,2007,2014,12,1273,12,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"3934",362831,2007,2014,12,1334,22,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"3935",451327,2007,2014,12,1690,26,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"3936",83628,1986,2014,12,508,11,"corridor","individual_heating","management_in_trust",100,18,"0~5min","5min~10min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13
"3937",371681,2006,2014,12,1412,28,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"3940",389380,2006,2014,12,2056,7,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"3941",407964,2006,2014,12,2056,18,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"3944",265486,2008,2014,12,914,4,"terraced","individual_heating","management_in_trust",197,475,"5min~10min","0-5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"3945",280530,2005,2014,12,1184,21,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"3947",250442,2005,2014,12,914,17,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"3948",137168,1992,2014,12,644,1,"mixed","individual_heating","self_management",142,79,"5min~10min","15min~20min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"3949",247345,2005,2014,12,914,21,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"3950",117699,1992,2014,12,576,1,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"3951",190265,2005,2014,12,572,19,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"3952",174778,1993,2014,12,644,19,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"3953",73008,1992,2014,12,355,6,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"3954",255752,2008,2014,12,829,20,"terraced","individual_heating","management_in_trust",197,475,"5min~10min","0-5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"3955",96017,2014,2014,12,288,6,"corridor","individual_heating","management_in_trust",11,108,"0~5min","5min~10min",1,3,0,"Banwoldang",3,1,2,1,0,1,2,2,2,2,2,8,8
"3957",255752,2008,2014,12,829,20,"terraced","individual_heating","management_in_trust",197,475,"5min~10min","0-5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"3958",176991,1992,2014,12,914,17,"mixed","individual_heating","self_management",142,79,"5min~10min","15min~20min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"3959",261061,2005,2014,12,914,14,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"3960",259292,2008,2014,12,829,11,"terraced","individual_heating","management_in_trust",197,475,"5min~10min","0-5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"3961",294690,2008,2014,12,1167,1,"terraced","individual_heating","management_in_trust",197,475,"5min~10min","0-5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"3962",221238,2005,2014,12,743,18,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"3963",287610,2007,2014,12,1103,18,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0-5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"3966",243362,1986,2014,12,1131,9,"terraced","central_heating","management_in_trust",713,0,"0~5min","10min~15min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"3967",429203,2007,2014,12,1643,12,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"3969",340707,2007,2014,12,1387,2,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"3970",290265,2007,2014,12,868,8,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"3971",292035,2007,2014,12,868,14,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"3973",318584,2013,2015,1,910,6,"terraced","individual_heating","management_in_trust",8,930,"0~5min","0-5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"3974",309734,2013,2015,1,910,21,"terraced","individual_heating","management_in_trust",8,930,"0~5min","0-5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"3975",309734,2013,2015,1,910,1,"terraced","individual_heating","management_in_trust",8,930,"0~5min","0-5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"3977",276991,2006,2015,1,910,11,"terraced","individual_heating","management_in_trust",111,184,"5min~10min","10min~15min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9
"3978",105309,1985,2015,1,587,9,"corridor","individual_heating","self_management",80,76,"0~5min","5min~10min",1,2,2,"Daegu",5,1,2,1,2,1,2,1,1,0,3,12,4
"3979",60176,2014,2015,1,163,13,"corridor","individual_heating","self_management",0,218,"10min~15min","5min~10min",1,4,0,"no_subway_nearby",4,1,0,0,1,0,0,0,0,1,1,6,1
"3981",442477,2007,2015,1,1690,23,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"3982",353982,2007,2015,1,1334,13,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"3983",368672,2007,2015,1,1334,14,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"3984",377876,2006,2015,1,1743,16,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"3985",262831,2006,2015,1,818,15,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"3989",290707,2006,2015,1,914,6,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"3991",290265,2008,2015,1,914,21,"terraced","individual_heating","management_in_trust",197,475,"5min~10min","0-5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"3992",265486,1993,2015,1,1451,13,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"3993",191150,2005,2015,1,572,8,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"3994",70353,1992,2015,1,355,5,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"3995",305309,1993,2015,1,1761,15,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"3997",115044,1992,2015,1,640,5,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"3999",203539,1993,2015,1,914,4,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"4001",261946,2008,2015,1,914,3,"terraced","individual_heating","management_in_trust",197,475,"5min~10min","0-5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"4002",228318,1993,2015,1,914,16,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"4003",254867,2008,2015,1,829,3,"terraced","individual_heating","management_in_trust",197,475,"5min~10min","0-5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"4007",371681,2007,2015,1,1394,23,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0-5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"4010",105309,2014,2015,1,288,12,"corridor","individual_heating","management_in_trust",11,108,"0~5min","5min~10min",1,3,0,"Banwoldang",3,1,2,1,0,1,2,2,2,2,2,8,8
"4011",327433,1993,2015,1,2337,17,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"4012",101769,2014,2015,1,288,8,"corridor","individual_heating","management_in_trust",11,108,"0~5min","5min~10min",1,3,0,"Banwoldang",3,1,2,1,0,1,2,2,2,2,2,8,8
"4013",173451,1993,2015,1,644,18,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"4016",79646,1992,2015,1,355,15,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"4017",120353,1992,2015,1,576,11,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"4018",88495,2014,2015,1,288,2,"corridor","individual_heating","management_in_trust",11,108,"0~5min","5min~10min",1,3,0,"Banwoldang",3,1,2,1,0,1,2,2,2,2,2,8,8
"4019",269026,2008,2015,1,914,1,"terraced","individual_heating","management_in_trust",197,475,"5min~10min","0-5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"4020",287610,2007,2015,1,914,19,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0-5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"4022",265486,2007,2015,1,868,13,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4023",464601,2007,2015,1,1643,41,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4024",386725,2007,2015,1,1387,12,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4025",174336,1978,2015,1,903,2,"corridor","individual_heating","self_management",87,0,"0~5min","0-5min",2,1,4,"Kyungbuk_uni_hospital",3,2,1,1,0,0,3,3,3,2,3,7,11
"4026",433628,2007,2015,1,1643,15,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4029",290265,2007,2015,1,868,11,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4031",228318,1986,2015,1,914,9,"terraced","central_heating","management_in_trust",713,0,"0~5min","10min~15min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"4032",445132,2007,2015,1,1928,10,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4034",438053,2007,2015,1,1387,42,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4035",274336,1986,2015,1,1377,1,"terraced","central_heating","management_in_trust",713,0,"0~5min","10min~15min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"4037",424778,2007,2015,1,1643,10,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4039",308849,2007,2015,1,868,21,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4040",296460,2007,2015,1,868,5,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4041",307522,2007,2015,1,868,22,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4043",300884,2009,2015,2,910,9,"terraced","individual_heating","management_in_trust",25,203,"0~5min","no_bus_stop_nearby",1,2,5,"no_subway_nearby",2,1,0,0,2,1,2,1,1,1,5,6,5
"4044",281415,2009,2015,2,910,20,"terraced","individual_heating","management_in_trust",25,203,"0~5min","no_bus_stop_nearby",1,2,5,"no_subway_nearby",2,1,0,0,2,1,2,1,1,1,5,6,5
"4045",333628,2013,2015,2,910,5,"terraced","individual_heating","management_in_trust",8,930,"0~5min","0-5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4046",314159,2013,2015,2,907,8,"terraced","individual_heating","management_in_trust",8,930,"0~5min","0-5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4047",331858,2013,2015,2,907,30,"terraced","individual_heating","management_in_trust",8,930,"0~5min","0-5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4048",245132,2006,2015,2,814,5,"terraced","individual_heating","management_in_trust",111,184,"5min~10min","10min~15min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9
"4049",376106,2007,2015,2,1334,16,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"4050",442477,2007,2015,2,1629,26,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"4051",380530,2007,2015,2,1483,23,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"4052",287610,2006,2015,2,914,12,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"4053",395575,2006,2015,2,2056,9,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"4054",411504,2006,2015,2,2056,22,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"4057",176991,1993,2015,2,914,15,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"4060",240707,1992,2015,2,1448,14,"mixed","individual_heating","self_management",142,79,"5min~10min","15min~20min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"4061",263716,2005,2015,2,914,8,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"4062",265486,2008,2015,2,829,4,"terraced","individual_heating","management_in_trust",197,475,"5min~10min","0-5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"4063",343362,2008,2015,2,1167,11,"terraced","individual_heating","management_in_trust",197,475,"5min~10min","0-5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"4065",154867,1992,2015,2,644,14,"mixed","individual_heating","self_management",142,79,"5min~10min","15min~20min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"4067",153982,1992,2015,2,644,4,"mixed","individual_heating","self_management",142,79,"5min~10min","15min~20min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"4068",234513,2005,2015,2,743,13,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"4069",262831,2005,2015,2,914,20,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"4070",105309,2014,2015,2,288,11,"corridor","individual_heating","management_in_trust",11,108,"0~5min","5min~10min",1,3,0,"Banwoldang",3,1,2,1,0,1,2,2,2,2,2,8,8
"4072",103982,2014,2015,2,288,12,"corridor","individual_heating","management_in_trust",11,108,"0~5min","5min~10min",1,3,0,"Banwoldang",3,1,2,1,0,1,2,2,2,2,2,8,8
"4073",261061,2008,2015,2,829,14,"terraced","individual_heating","management_in_trust",197,475,"5min~10min","0-5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"4074",206194,1993,2015,2,914,2,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"4075",222123,1993,2015,2,914,5,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"4076",125221,1992,2015,2,576,11,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"4077",157079,1992,2015,2,644,6,"mixed","individual_heating","self_management",142,79,"5min~10min","15min~20min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
